year,winner_name,loser_name
2005,Igor Andreev,Lars Burgsmuller
2005,Santiago Ventura,Alex Calatrava
2005,David Nalbandian,David Ferrer
2005,Mikhail Youzhny,Jerome Haehnel
2005,Rafael Nadal,Julien Benneteau
2005,Bobby Reynolds,Nicolas Almagro
2005,Andrei Pavel,Olivier Mutis
2005,Juan Ignacio Chela,Wayne Arthurs
2005,Gregory Carraz,Paul Henri Mathieu
2005,James Blake,Florian Mayer
2005,Lleyton Hewitt,Arnaud Clement
2005,Tim Henman,Cyril Saulnier
2005,Victor Hanescu,Filippo Volandri
2005,Christophe Rochus,Albert Montanes
2005,Nikolay Davydenko,Roko Karanusic
2005,Radek Stepanek,Vincent Spadea
2005,Jan Hernych,Felix Mantilla
2005,Fernando Verdasco,Gilles Muller
2005,Guillermo Canas,Chris Guccione
2005,Sebastien Grosjean,Michael Llodra
2005,Jean Rene Lisnard,Oliver Marach
2005,Philipp Kohlschreiber,Kenneth Carlsen
2005,Nicolas Massu,Antony Dupuis
2005,Jurgen Melzer,Raemon Sluiter
2005,Nathan Healey,Flavio Saretta
2005,Greg Rusedski,Jonas Bjorkman
2005,Andy Roddick,Irakli Labadze
2005,Roger Federer,Takao Suzuki
2005,Jarkko Nieminen,Paradorn Srichaphan
2005,Marcos Baghdatis,Ivan Ljubicic
2005,Tommy Robredo,Tomas Zib
2005,Joachim Johansson,Peter Wessels
2005,Feliciano Lopez,Sargis Sargsian
2005,Taylor Dent,Michal Tabara
2005,Andre Agassi,Rainer Schuettler
2005,Marat Safin,Bohdan Ulihrach
2005,Mario Ancic,Bjorn Phau
2005,Olivier Rochus,Gael Monfils
2005,Karol Beck,Tommy Haas
2005,Gaston Gaudio,Mardy Fish
2005,Dominik Hrbaty,Janko Tipsarevic
2005,Thomas Johansson,Agustin Calleri
2005,Kevin Kim,Guillermo Garcia Lopez
2005,Guillermo Coria,Ricardo Mello
2005,Juan Carlos Ferrero,Mariano Zabaleta
2005,Fernando Gonzalez,Igor Andreev
2005,David Nalbandian,Santiago Ventura
2005,Rafael Nadal,Mikhail Youzhny
2005,Bobby Reynolds,Andrei Pavel
2005,Juan Ignacio Chela,Gregory Carraz
2005,Lleyton Hewitt,James Blake
2005,Tim Henman,Victor Hanescu
2005,Nikolay Davydenko,Christophe Rochus
2005,Radek Stepanek,Jan Hernych
2005,Guillermo Canas,Fernando Verdasco
2005,Jean Rene Lisnard,Sebastien Grosjean
2005,Philipp Kohlschreiber,Nicolas Massu
2005,Jurgen Melzer,Nathan Healey
2005,Andy Roddick,Greg Rusedski
2005,Roger Federer,Jarkko Nieminen
2005,Marcos Baghdatis,Tommy Robredo
2005,Joachim Johansson,Feliciano Lopez
2005,Andre Agassi,Taylor Dent
2005,Marat Safin,Mario Ancic
2005,Olivier Rochus,Karol Beck
2005,Dominik Hrbaty,Gaston Gaudio
2005,Thomas Johansson,Kevin Kim
2005,Guillermo Coria,Juan Carlos Ferrero
2005,David Nalbandian,Fernando Gonzalez
2005,Rafael Nadal,Bobby Reynolds
2005,Lleyton Hewitt,Juan Ignacio Chela
2005,Nikolay Davydenko,Tim Henman
2005,Guillermo Canas,Radek Stepanek
2005,Philipp Kohlschreiber,Jean Rene Lisnard
2005,Andy Roddick,Jurgen Melzer
2005,Roger Federer,Marcos Baghdatis
2005,Andre Agassi,Joachim Johansson
2005,Marat Safin,Olivier Rochus
2005,Dominik Hrbaty,Thomas Johansson
2005,David Nalbandian,Guillermo Coria
2005,Lleyton Hewitt,Rafael Nadal
2005,Nikolay Davydenko,Guillermo Canas
2005,Andy Roddick,Philipp Kohlschreiber
2005,Roger Federer,Andre Agassi
2005,Marat Safin,Dominik Hrbaty
2005,Lleyton Hewitt,David Nalbandian
2005,Andy Roddick,Nikolay Davydenko
2005,Marat Safin,Roger Federer
2005,Lleyton Hewitt,Andy Roddick
2005,Marat Safin,Lleyton Hewitt
2005,Francesco Aldi,David Ferrer
2005,Igor Andreev,Nicolas Almagro
2005,Daniel Elsner,Fabio Fognini
2005,Alberto Martin,Gael Monfils
2005,Andreas Seppi,Tomas Berdych
2005,Razvan Sabau,Mariano Zabaleta
2005,Juan Ignacio Chela,Jose Antonio Sanchez De Luna
2005,Davide Sanguinetti,Florent Serra
2005,Fernando Verdasco,Tomas Zib
2005,Tomas Behrend,Daniele Bracciali
2005,Oscar Hernandez,Gianluca Naso
2005,Juan Carlos Ferrero,Florian Mayer
2005,Filippo Volandri,Nicolas Massu
2005,Christophe Rochus,David Sanchez
2005,Albert Montanes,Agustin Calleri
2005,Tommy Robredo,Albert Portas
2005,Igor Andreev,Francesco Aldi
2005,Alberto Martin,Daniel Elsner
2005,Andreas Seppi,Razvan Sabau
2005,Davide Sanguinetti,Juan Ignacio Chela
2005,Tomas Behrend,Fernando Verdasco
2005,Juan Carlos Ferrero,Oscar Hernandez
2005,Filippo Volandri,Christophe Rochus
2005,Tommy Robredo,Albert Montanes
2005,Igor Andreev,Alberto Martin
2005,Andreas Seppi,Davide Sanguinetti
2005,Tomas Behrend,Juan Carlos Ferrero
2005,Filippo Volandri,Tommy Robredo
2005,Igor Andreev,Andreas Seppi
2005,Filippo Volandri,Tomas Behrend
2005,Igor Andreev,Filippo Volandri
2005,Hugo Armando,Gustavo Kuerten
2005,Fernando Verdasco,Nicolas Almagro
2005,Tomas Zib,Simon Greul
2005,Juan Monaco,Tobias Summerer
2005,Potito Starace,Gael Monfils
2005,Andreas Seppi,Florian Mayer
2005,Jarkko Nieminen,Lars Burgsmuller
2005,Razvan Sabau,Carlos Berlocq
2005,Gilles Simon,Albert Montanes
2005,Mariano Zabaleta,Aljoscha Thron
2005,Albert Costa,Galo Blanco
2005,Andreas Beck,Alessio Di Mauro
2005,Rainer Schuettler,Fernando Vicente
2005,Philipp Kohlschreiber,Juan Pablo Brzezicki
2005,Alexander Waske,Jerome Haehnel
2005,Ruben Ramirez Hidalgo,Stefan Koubek
2005,Rafael Nadal,Hugo Armando
2005,Fernando Verdasco,Igor Andreev
2005,Tomas Zib,Andrei Pavel
2005,Juan Monaco,David Ferrer
2005,Tommy Robredo,Potito Starace
2005,Andreas Seppi,Alberto Martin
2005,Jarkko Nieminen,Jurgen Melzer
2005,Jiri Novak,Razvan Sabau
2005,Gilles Simon,Filippo Volandri
2005,Mariano Zabaleta,Olivier Rochus
2005,Paul Henri Mathieu,Albert Costa
2005,Gaston Gaudio,Andreas Beck
2005,Rainer Schuettler,Mikhail Youzhny
2005,Tomas Berdych,Philipp Kohlschreiber
2005,Alexander Waske,Jose Acasuso
2005,Nikolay Davydenko,Ruben Ramirez Hidalgo
2005,Rafael Nadal,Fernando Verdasco
2005,Tomas Zib,Juan Monaco
2005,Andreas Seppi,Tommy Robredo
2005,Jarkko Nieminen,Jiri Novak
2005,Mariano Zabaleta,Gilles Simon
2005,Gaston Gaudio,Paul Henri Mathieu
2005,Tomas Berdych,Rainer Schuettler
2005,Nikolay Davydenko,Alexander Waske
2005,Rafael Nadal,Tomas Zib
2005,Jarkko Nieminen,Andreas Seppi
2005,Gaston Gaudio,Mariano Zabaleta
2005,Nikolay Davydenko,Tomas Berdych
2005,Rafael Nadal,Jarkko Nieminen
2005,Gaston Gaudio,Nikolay Davydenko
2005,Rafael Nadal,Gaston Gaudio
2005,Eric Taino,Tasuku Iwami
2005,Marcos Baghdatis,Janko Tipsarevic
2005,Raemon Sluiter,Lars Burgsmuller
2005,Jan Michael Gambill,Peter Wessels
2005,Alexander Popp,Gouichi Motomura
2005,Alexander Waske,Justin Gimelstob
2005,Nicolas Lapentti,Takahiro Ittogi
2005,Bjorn Phau,Stefan Koubek
2005,Rainer Schuettler,Go Soeda
2005,Takahiro Terachi,Philipp Kohlschreiber
2005,Wayne Arthurs,Takao Suzuki
2005,Dmitry Tursunov,Guillermo Garcia Lopez
2005,Wesley Moodie,Jimmy Wang
2005,Roko Karanusic,Danai Udomchoke
2005,Kevin Kim,Denis Gremelmayr
2005,Jiri Vanek,Lukas Dlouhy
2005,Mariano Puerta,Eric Taino
2005,Marcos Baghdatis,Ivo Minar
2005,Cyril Saulnier,Raemon Sluiter
2005,Mario Ancic,Jan Michael Gambill
2005,Robby Ginepri,Alexander Popp
2005,Gilles Muller,Alexander Waske
2005,Kenneth Carlsen,Nicolas Lapentti
2005,Bjorn Phau,Vincent Spadea
2005,Jarkko Nieminen,Rainer Schuettler
2005,Paradorn Srichaphan,Takahiro Terachi
2005,Wayne Arthurs,Juan Monaco
2005,Taylor Dent,Dmitry Tursunov
2005,Wesley Moodie,Mikhail Youzhny
2005,Luis Horna,Roko Karanusic
2005,Kevin Kim,Robin Vik
2005,Radek Stepanek,Jiri Vanek
2005,Marcos Baghdatis,Mariano Puerta
2005,Mario Ancic,Cyril Saulnier
2005,Robby Ginepri,Gilles Muller
2005,Bjorn Phau,Kenneth Carlsen
2005,Jarkko Nieminen,Paradorn Srichaphan
2005,Taylor Dent,Wayne Arthurs
2005,Wesley Moodie,Luis Horna
2005,Radek Stepanek,Kevin Kim
2005,Mario Ancic,Marcos Baghdatis
2005,Bjorn Phau,Robby Ginepri
2005,Jarkko Nieminen,Taylor Dent
2005,Wesley Moodie,Radek Stepanek
2005,Mario Ancic,Bjorn Phau
2005,Wesley Moodie,Jarkko Nieminen
2005,Wesley Moodie,Mario Ancic
2005,Guillermo Coria,Alberto Martin
2005,Kristof Vliegen,Stanislas Wawrinka
2005,Agustin Calleri,Razvan Sabau
2005,Dominik Hrbaty,Juan Ignacio Chela
2005,Fernando Gonzalez,Andreas Seppi
2005,Michael Berrer,Tomas Zib
2005,Tomas Berdych,George Bastl
2005,Andy Murray,Tim Henman
2005,Tommy Haas,Alexander Waske
2005,Marcos Baghdatis,Alan Mackin
2005,Jose Acasuso,Nicolas Massu
2005,Juan Carlos Ferrero,Filippo Volandri
2005,Jiri Novak,Michael Lammer
2005,Paradorn Srichaphan,Christophe Rochus
2005,Florian Mayer,Wesley Moodie
2005,David Nalbandian,Ivo Karlovic
2005,Kristof Vliegen,Guillermo Coria
2005,Dominik Hrbaty,Agustin Calleri
2005,Fernando Gonzalez,Michael Berrer
2005,Andy Murray,Tomas Berdych
2005,Marcos Baghdatis,Tommy Haas
2005,Jose Acasuso,Juan Carlos Ferrero
2005,Paradorn Srichaphan,Jiri Novak
2005,David Nalbandian,Florian Mayer
2005,Dominik Hrbaty,Kristof Vliegen
2005,Fernando Gonzalez,Andy Murray
2005,Marcos Baghdatis,Jose Acasuso
2005,David Nalbandian,Paradorn Srichaphan
2005,Fernando Gonzalez,Dominik Hrbaty
2005,Marcos Baghdatis,David Nalbandian
2005,Fernando Gonzalez,Marcos Baghdatis
2005,Taylor Dent,Sebastien Grosjean
2005,Jean Rene Lisnard,Nicolas Mahut
2005,Max Mirnyi,Nicolas Massu
2005,Tommy Haas,Andrei Pavel
2005,Novak Djokovic,Victor Hanescu
2005,Arnaud Clement,Nicolas Kiefer
2005,Kristof Vliegen,Christophe Rochus
2005,James Blake,Olivier Rochus
2005,Feliciano Lopez,Xavier Malisse
2005,Paul Henri Mathieu,Davide Sanguinetti
2005,Dmitry Tursunov,Vincent Spadea
2005,Greg Rusedski,Andreas Seppi
2005,Fabrice Santoro,Jarkko Nieminen
2005,Fernando Verdasco,Nicolas Lapentti
2005,Stanislas Wawrinka,Florent Serra
2005,Tomas Berdych,Jiri Novak
2005,Andy Roddick,Taylor Dent
2005,Dominik Hrbaty,Jean Rene Lisnard
2005,David Ferrer,Max Mirnyi
2005,Tommy Haas,David Nalbandian
2005,Novak Djokovic,Mariano Puerta
2005,Tommy Robredo,Arnaud Clement
2005,Thomas Johansson,Kristof Vliegen
2005,Ivan Ljubicic,James Blake
2005,Radek Stepanek,Feliciano Lopez
2005,Paul Henri Mathieu,Fernando Gonzalez
2005,Dmitry Tursunov,Mario Ancic
2005,Nikolay Davydenko,Greg Rusedski
2005,Gaston Gaudio,Fabrice Santoro
2005,Robby Ginepri,Fernando Verdasco
2005,Juan Carlos Ferrero,Stanislas Wawrinka
2005,Tomas Berdych,Guillermo Coria
2005,Andy Roddick,Dominik Hrbaty
2005,David Ferrer,Tommy Haas
2005,Tommy Robredo,Novak Djokovic
2005,Ivan Ljubicic,Thomas Johansson
2005,Radek Stepanek,Paul Henri Mathieu
2005,Nikolay Davydenko,Dmitry Tursunov
2005,Gaston Gaudio,Robby Ginepri
2005,Tomas Berdych,Juan Carlos Ferrero
2005,Andy Roddick,David Ferrer
2005,Ivan Ljubicic,Tommy Robredo
2005,Radek Stepanek,Nikolay Davydenko
2005,Tomas Berdych,Gaston Gaudio
2005,Ivan Ljubicic,Andy Roddick
2005,Tomas Berdych,Radek Stepanek
2005,Tomas Berdych,Ivan Ljubicic
2005,Andy Roddick,Paul Goldstein
2005,Hyung Taik Lee,Jan Michael Gambill
2005,Robby Ginepri,Donald Young
2005,Thomas Enqvist,Mardy Fish
2005,Tommy Haas,Gregory Carraz
2005,Frank Dancevic,Jeff Morrison
2005,Kevin Kim,Jan Hernych
2005,Max Mirnyi,Peter Wessels
2005,Cyril Saulnier,Jiri Novak
2005,Tomas Zib,Philipp Kohlschreiber
2005,James Blake,Wesley Moodie
2005,Vincent Spadea,Antony Dupuis
2005,Jurgen Melzer,Glenn Weiner
2005,Xavier Malisse,Yen Hsun Lu
2005,Kenneth Carlsen,Irakli Labadze
2005,Andre Agassi,Bobby Reynolds
2005,Andy Roddick,Hyung Taik Lee
2005,Thomas Enqvist,Robby Ginepri
2005,Tommy Haas,Frank Dancevic
2005,Max Mirnyi,Kevin Kim
2005,Cyril Saulnier,Tomas Zib
2005,Vincent Spadea,James Blake
2005,Jurgen Melzer,Xavier Malisse
2005,Andre Agassi,Kenneth Carlsen
2005,Andy Roddick,Thomas Enqvist
2005,Tommy Haas,Max Mirnyi
2005,Cyril Saulnier,Vincent Spadea
2005,Jurgen Melzer,Andre Agassi
2005,Andy Roddick,Tommy Haas
2005,Cyril Saulnier,Jurgen Melzer
2005,Andy Roddick,Cyril Saulnier
2005,Roger Federer,James Blake
2005,Nicolas Kiefer,Nicolas Lapentti
2005,Olivier Rochus,Filippo Volandri
2005,Fabrice Santoro,Ivan Ljubicic
2005,Guillermo Coria,Paradorn Srichaphan
2005,Luis Horna,Christophe Rochus
2005,Jose Acasuso,Younes El Aynaoui
2005,Tommy Robredo,Gaston Gaudio
2005,Marat Safin,Jan Hernych
2005,Andy Murray,Taylor Dent
2005,Robin Soderling,Max Mirnyi
2005,Dominik Hrbaty,Thomas Johansson
2005,Robby Ginepri,Mariano Puerta
2005,David Ferrer,Wesley Moodie
2005,Gilles Simon,Vincent Spadea
2005,Carlos Moya,Xavier Malisse
2005,Nikolay Davydenko,Sebastien Grosjean
2005,Paul Henri Mathieu,Tommy Haas
2005,Fernando Gonzalez,Novak Djokovic
2005,David Nalbandian,Andrei Pavel
2005,Richard Gasquet,Feliciano Lopez
2005,Mario Ancic,Ricardo Mello
2005,Greg Rusedski,Dmitry Tursunov
2005,Lleyton Hewitt,Igor Andreev
2005,Andy Roddick,Jurgen Melzer
2005,Juan Carlos Ferrero,Stefan Koubek
2005,Juan Ignacio Chela,Alberto Martin
2005,Tim Henman,Nicolas Massu
2005,Gael Monfils,Radek Stepanek
2005,Karol Beck,Jiri Novak
2005,Mikhail Youzhny,Cyril Saulnier
2005,Tomas Berdych,Rafael Nadal
2005,Roger Federer,Nicolas Kiefer
2005,Olivier Rochus,Fabrice Santoro
2005,Luis Horna,Guillermo Coria
2005,Jose Acasuso,Tommy Robredo
2005,Marat Safin,Andy Murray
2005,Dominik Hrbaty,Robin Soderling
2005,Robby Ginepri,David Ferrer
2005,Carlos Moya,Gilles Simon
2005,Nikolay Davydenko,Paul Henri Mathieu
2005,Fernando Gonzalez,David Nalbandian
2005,Mario Ancic,Richard Gasquet
2005,Lleyton Hewitt,Greg Rusedski
2005,Andy Roddick,Juan Carlos Ferrero
2005,Juan Ignacio Chela,Tim Henman
2005,Gael Monfils,Karol Beck
2005,Mikhail Youzhny,Tomas Berdych
2005,Roger Federer,Olivier Rochus
2005,Jose Acasuso,Luis Horna
2005,Marat Safin,Dominik Hrbaty
2005,Robby Ginepri,Carlos Moya
2005,Nikolay Davydenko,Fernando Gonzalez
2005,Lleyton Hewitt,Mario Ancic
2005,Andy Roddick,Juan Ignacio Chela
2005,Mikhail Youzhny,Gael Monfils
2005,Roger Federer,Jose Acasuso
2005,Robby Ginepri,Marat Safin
2005,Lleyton Hewitt,Nikolay Davydenko
2005,Andy Roddick,Mikhail Youzhny
2005,Roger Federer,Robby Ginepri
2005,Andy Roddick,Lleyton Hewitt
2005,Roger Federer,Andy Roddick
2005,Andre Agassi,Jean Rene Lisnard
2005,Kevin Kim,Kenneth Carlsen
2005,Paul Goldstein,Cyril Saulnier
2005,Paradorn Srichaphan,Mario Ancic
2005,Tommy Haas,Ivo Karlovic
2005,Xavier Malisse,Hyung Taik Lee
2005,Juan Ignacio Chela,Marcos Baghdatis
2005,Dmitry Tursunov,Noam Okun
2005,Zack Fleishman,Vincent Spadea
2005,Gilles Muller,Sebastien De Chaunac
2005,Robby Ginepri,Wayne Arthurs
2005,James Blake,Nicolas Kiefer
2005,Ricardo Mello,Sebastien Grosjean
2005,Amir Hadad,Cecil Mamiit
2005,Jan Hernych,Jonas Bjorkman
2005,Dominik Hrbaty,Karol Beck
2005,Andre Agassi,Kevin Kim
2005,Paradorn Srichaphan,Paul Goldstein
2005,Xavier Malisse,Tommy Haas
2005,Juan Ignacio Chela,Dmitry Tursunov
2005,Gilles Muller,Zack Fleishman
2005,Robby Ginepri,James Blake
2005,Ricardo Mello,Amir Hadad
2005,Dominik Hrbaty,Jan Hernych
2005,Andre Agassi,Paradorn Srichaphan
2005,Juan Ignacio Chela,Xavier Malisse
2005,Gilles Muller,Robby Ginepri
2005,Dominik Hrbaty,Ricardo Mello
2005,Andre Agassi,Juan Ignacio Chela
2005,Gilles Muller,Dominik Hrbaty
2005,Andre Agassi,Gilles Muller
2005,Rafael Nadal,Carlos Moya
2005,Ricardo Mello,Philip Bester
2005,Sebastien Grosjean,Paradorn Srichaphan
2005,Richard Gasquet,Mikhail Youzhny
2005,Thomas Johansson,Ivo Karlovic
2005,Xavier Malisse,Frank Dancevic
2005,Andrei Pavel,Christophe Rochus
2005,Mariano Puerta,Luis Horna
2005,Paul Henri Mathieu,Andy Roddick
2005,Arnaud Clement,Jose Acasuso
2005,Olivier Rochus,Nicolas Mahut
2005,Robin Soderling,Radek Stepanek
2005,David Nalbandian,Juan Ignacio Chela
2005,Karol Beck,Noam Okun
2005,Tomas Berdych,Jurgen Melzer
2005,Nikolay Davydenko,Frederic Niemeyer
2005,Gaston Gaudio,Davide Sanguinetti
2005,Kenneth Carlsen,Rob Steckley
2005,Younes El Aynaoui,Feliciano Lopez
2005,Tommy Robredo,Kevin Kim
2005,Taylor Dent,Ivan Ljubicic
2005,Nicolas Kiefer,Nicolas Massu
2005,Jonas Bjorkman,Vincent Spadea
2005,Andre Agassi,Alberto Martin
2005,Juan Carlos Ferrero,Guillermo Coria
2005,David Ferrer,Fabrice Santoro
2005,Jiri Novak,Igor Andreev
2005,Dominik Hrbaty,Tim Henman
2005,Max Mirnyi,Fernando Gonzalez
2005,Greg Rusedski,Stanislas Wawrinka
2005,Mario Ancic,Cyril Saulnier
2005,Florent Serra,Lleyton Hewitt
2005,Rafael Nadal,Ricardo Mello
2005,Sebastien Grosjean,Richard Gasquet
2005,Xavier Malisse,Thomas Johansson
2005,Mariano Puerta,Andrei Pavel
2005,Paul Henri Mathieu,Arnaud Clement
2005,Olivier Rochus,Robin Soderling
2005,Karol Beck,David Nalbandian
2005,Nikolay Davydenko,Tomas Berdych
2005,Gaston Gaudio,Kenneth Carlsen
2005,Tommy Robredo,Younes El Aynaoui
2005,Nicolas Kiefer,Taylor Dent
2005,Andre Agassi,Jonas Bjorkman
2005,Juan Carlos Ferrero,David Ferrer
2005,Dominik Hrbaty,Jiri Novak
2005,Greg Rusedski,Max Mirnyi
2005,Mario Ancic,Florent Serra
2005,Rafael Nadal,Sebastien Grosjean
2005,Mariano Puerta,Xavier Malisse
2005,Paul Henri Mathieu,Olivier Rochus
2005,Karol Beck,Nikolay Davydenko
2005,Gaston Gaudio,Tommy Robredo
2005,Andre Agassi,Nicolas Kiefer
2005,Dominik Hrbaty,Juan Carlos Ferrero
2005,Greg Rusedski,Mario Ancic
2005,Rafael Nadal,Mariano Puerta
2005,Paul Henri Mathieu,Karol Beck
2005,Andre Agassi,Gaston Gaudio
2005,Greg Rusedski,Dominik Hrbaty
2005,Rafael Nadal,Paul Henri Mathieu
2005,Andre Agassi,Greg Rusedski
2005,Rafael Nadal,Andre Agassi
2005,Thomas Johansson,Ervin Eleskovic
2005,Vincent Spadea,Juan Ignacio Chela
2005,Alexander Waske,Tomas Behrend
2005,Paradorn Srichaphan,Fernando Verdasco
2005,Davide Sanguinetti,Taylor Dent
2005,George Bastl,Tomas Cakl
2005,Rainer Schuettler,Thomas Enqvist
2005,Jarkko Nieminen,Nicolas Massu
2005,Olivier Rochus,Frederic Niemeyer
2005,Julien Benneteau,Paul Henri Mathieu
2005,Jonas Bjorkman,Wesley Moodie
2005,Mario Ancic,Karol Beck
2005,James Blake,Guillermo Garcia Lopez
2005,Christophe Rochus,Jose Acasuso
2005,Xavier Malisse,Juan Monaco
2005,Alberto Martin,David Ferrer
2005,Thomas Johansson,Vincent Spadea
2005,Paradorn Srichaphan,Alexander Waske
2005,Davide Sanguinetti,George Bastl
2005,Rainer Schuettler,Jarkko Nieminen
2005,Olivier Rochus,Julien Benneteau
2005,Jonas Bjorkman,Mario Ancic
2005,James Blake,Christophe Rochus
2005,Alberto Martin,Xavier Malisse
2005,Paradorn Srichaphan,Thomas Johansson
2005,Davide Sanguinetti,Rainer Schuettler
2005,Olivier Rochus,Jonas Bjorkman
2005,James Blake,Alberto Martin
2005,Paradorn Srichaphan,Davide Sanguinetti
2005,James Blake,Olivier Rochus
2005,James Blake,Paradorn Srichaphan
2005,Vincent Spadea,Hugo Armando
2005,Teymuraz Gabashvili,James Blake
2005,Todd Widom,Olivier Mutis
2005,Kevin Kim,Frank Dancevic
2005,Xavier Malisse,Jeff Morrison
2005,Juan Pablo Guzman,Roko Karanusic
2005,Peng Sun,Matias Boeker
2005,Ramon Delgado,Glenn Weiner
2005,Ricardo Mello,Tomas Zib
2005,Wesley Moodie,Jeff Salzenstein
2005,Peter Wessels,Dennis Van Scheppingen
2005,Jan Michael Gambill,Cyril Saulnier
2005,Kenneth Carlsen,Eric Nunez
2005,Brian Vahaly,Robert Kendrick
2005,Philipp Kohlschreiber,Wayne Odesnik
2005,Jiri Novak,Amer Delic
2005,Vincent Spadea,Teymuraz Gabashvili
2005,Kevin Kim,Todd Widom
2005,Xavier Malisse,Juan Pablo Guzman
2005,Ramon Delgado,Peng Sun
2005,Wesley Moodie,Ricardo Mello
2005,Peter Wessels,Jan Michael Gambill
2005,Kenneth Carlsen,Brian Vahaly
2005,Jiri Novak,Philipp Kohlschreiber
2005,Vincent Spadea,Kevin Kim
2005,Xavier Malisse,Ramon Delgado
2005,Wesley Moodie,Peter Wessels
2005,Jiri Novak,Kenneth Carlsen
2005,Xavier Malisse,Vincent Spadea
2005,Jiri Novak,Wesley Moodie
2005,Xavier Malisse,Jiri Novak
2005,Mariano Puerta,Janko Tipsarevic
2005,Guillermo Garcia Lopez,Luis Horna
2005,Igor Andreev,Alexander Waske
2005,Albert Montanes,Gael Monfils
2005,Victor Hanescu,Potito Starace
2005,Davide Sanguinetti,Razvan Sabau
2005,Ruben Ramirez Hidalgo,Nicolas Almagro
2005,Jose Acasuso,Juan Ignacio Chela
2005,Fernando Verdasco,Mariano Zabaleta
2005,Florian Mayer,Oscar Hernandez
2005,Oliver Marach,Mariusz Fyrstenberg
2005,Andrei Pavel,Alberto Martin
2005,Paul Henri Mathieu,David Sanchez
2005,Albert Portas,Christophe Rochus
2005,Florent Serra,Victor Crivoi
2005,Filippo Volandri,Tomas Behrend
2005,Mariano Puerta,Guillermo Garcia Lopez
2005,Igor Andreev,Albert Montanes
2005,Victor Hanescu,Davide Sanguinetti
2005,Ruben Ramirez Hidalgo,Jose Acasuso
2005,Florian Mayer,Fernando Verdasco
2005,Andrei Pavel,Oliver Marach
2005,Paul Henri Mathieu,Albert Portas
2005,Florent Serra,Filippo Volandri
2005,Igor Andreev,Mariano Puerta
2005,Victor Hanescu,Ruben Ramirez Hidalgo
2005,Andrei Pavel,Florian Mayer
2005,Florent Serra,Paul Henri Mathieu
2005,Igor Andreev,Victor Hanescu
2005,Florent Serra,Andrei Pavel
2005,Florent Serra,Igor Andreev
2005,Mariano Zabaleta,Jerome Haehnel
2005,Nicolas Almagro,Razvan Sabau
2005,Florian Mayer,Juan Monaco
2005,Alessio Di Mauro,Raemon Sluiter
2005,Philipp Kohlschreiber,Albert Costa
2005,Robin Vik,Peter Luczak
2005,Rainer Schuettler,David Sanchez
2005,Ivo Minar,Yuri Schukin
2005,Daniel Koellerer,Michal Tabara
2005,Stefan Koubek,Hugo Armando
2005,Nicolas Lapentti,Agustin Calleri
2005,Oliver Marach,Tomas Zib
2005,Fernando Verdasco,Andreas Seppi
2005,Dusan Vemic,Markus Hipfl
2005,Tomas Behrend,Santiago Ventura
2005,Irakli Labadze,Ruben Ramirez Hidalgo
2005,Mariano Zabaleta,Nikolay Davydenko
2005,Nicolas Almagro,Igor Andreev
2005,Florian Mayer,Jose Acasuso
2005,Feliciano Lopez,Alessio Di Mauro
2005,Gaston Gaudio,Philipp Kohlschreiber
2005,Robin Vik,Paul Henri Mathieu
2005,Andrei Pavel,Rainer Schuettler
2005,Mikhail Youzhny,Ivo Minar
2005,Nicolas Massu,Daniel Koellerer
2005,Stefan Koubek,Christophe Rochus
2005,Nicolas Lapentti,Luis Horna
2005,Fernando Gonzalez,Oliver Marach
2005,Fernando Verdasco,Olivier Rochus
2005,Jurgen Melzer,Dusan Vemic
2005,Victor Hanescu,Tomas Behrend
2005,Mariano Puerta,Irakli Labadze
2005,Mariano Zabaleta,Nicolas Almagro
2005,Feliciano Lopez,Florian Mayer
2005,Gaston Gaudio,Robin Vik
2005,Mikhail Youzhny,Andrei Pavel
2005,Nicolas Massu,Stefan Koubek
2005,Nicolas Lapentti,Fernando Gonzalez
2005,Fernando Verdasco,Jurgen Melzer
2005,Victor Hanescu,Mariano Puerta
2005,Mariano Zabaleta,Feliciano Lopez
2005,Gaston Gaudio,Mikhail Youzhny
2005,Nicolas Massu,Nicolas Lapentti
2005,Fernando Verdasco,Victor Hanescu
2005,Gaston Gaudio,Mariano Zabaleta
2005,Fernando Verdasco,Nicolas Massu
2005,Gaston Gaudio,Fernando Verdasco
2005,Sargis Sargsian,Nikolay Davydenko
2005,Razvan Sabau,Michael Lammer
2005,Feliciano Lopez,Igor Andreev
2005,Potito Starace,Jiri Novak
2005,Radek Stepanek,Yves Allegro
2005,Frantisek Cermak,Philipp Kohlschreiber
2005,Fernando Verdasco,Jaroslav Pospisil
2005,Stanislas Wawrinka,Filippo Volandri
2005,Nicolas Massu,Tomas Behrend
2005,Jan Hernych,Hugo Armando
2005,Luis Horna,Tomas Zib
2005,Alessio Di Mauro,David Ferrer
2005,Ivan Ljubicic,Ricardo Mello
2005,Andreas Seppi,Stefan Koubek
2005,Davide Sanguinetti,Rainer Schuettler
2005,Gaston Gaudio,George Bastl
2005,Razvan Sabau,Sargis Sargsian
2005,Potito Starace,Feliciano Lopez
2005,Frantisek Cermak,Radek Stepanek
2005,Stanislas Wawrinka,Fernando Verdasco
2005,Nicolas Massu,Jan Hernych
2005,Luis Horna,Alessio Di Mauro
2005,Andreas Seppi,Ivan Ljubicic
